Flow Duration,Total Fwd Packets,Fwd Packets,Bwd Packets,Flow IAT,SYN Flag Count,FIN Flag Count,Active Mean,Idle Mean,Label
39571274.0,44,1371,289,,0,0,0.09347529922212873,4.531335558210101,BENIGN
